,filename,filename_camelcase,pistachio_type,major_axis,minor_axis,area,perimeter,ellipse_area,ellipse_perimeter
22,kirmizi 1041.jpg,kirmizi_1041.jpg,0,437.894287109375,239.6719055175781,80114.5,1264.271200299263,82428.28982239585,1108.9288717318789
23,kirmizi 918.jpg,kirmizi_918.jpg,0,443.6184997558595,210.52574157714847,70523.5,1157.2173792123795,73350.77992560339,1090.812501250078
24,kirmizi 1055.jpg,kirmizi_1055.jpg,0,455.67587280273443,218.83634948730472,76135.5,1164.364566206932,78318.68320924128,1122.937781318778
25,kirmizi (62).jpg,kirmizi_62.jpg,0,440.90490722656244,245.0325775146484,83519.0,1232.8326016664505,84851.3277044449,1120.5363456844855
26,kirmizi 924.jpg,kirmizi_924.jpg,0,460.95037841796886,225.64750671386722,80410.0,1233.1168730258942,81691.07222511151,1140.0823046093067
27,kirmizi 930.jpg,kirmizi_930.jpg,0,423.9330444335938,229.87335205078128,76141.0,1124.288447856903,76537.76571109646,1071.2807551354217
28,kirmizi 1069.jpg,kirmizi_1069.jpg,0,420.2750549316407,233.37220764160153,76811.0,1142.5727174282074,77032.25822010842,1067.8959425830915
29,kirmizi 1082.jpg,kirmizi_1082.jpg,0,443.318359375,247.27258300781247,84176.0,1204.146310210228,86095.72037777328,1127.6411902740558
30,kirmizi 703.jpg,kirmizi_703.jpg,0,492.6489257812501,242.4036254882812,91146.0,1259.1168724298477,93792.15890370563,1219.6957482051478
31,kirmizi 717.jpg,kirmizi_717.jpg,0,465.8314514160157,236.97029113769528,85214.5,1198.3056908845901,86698.70105716003,1161.0169117914627
32,kirmizi 1096.jpg,kirmizi_1096.jpg,0,437.2492980957032,246.49333190917972,82624.0,1165.7199045419693,84649.45721190143,1115.0350836641312
33,kirmizi 298.jpg,kirmizi_298.jpg,0,421.54623413085943,250.2392425537109,82432.0,1419.4844043254852,82849.61833495143,1089.00694941904
34,kirmizi (35).jpg,kirmizi_35.jpg,0,474.4817810058594,245.75712585449222,89891.5,1237.3006368875504,91583.14258498406,1187.026423605305
35,kirmizi 501.jpg,kirmizi_501.jpg,0,381.0080261230468,187.42076110839844,54017.0,990.8082176446915,56084.35155793344,943.2462767420147
36,kirmizi 267.jpg,kirmizi_267.jpg,0,455.6979064941407,236.2611999511719,82389.5,1192.5899616479874,84558.8991079734,1140.2724985114514
37,kirmizi 273.jpg,kirmizi_273.jpg,0,486.18981933593756,204.69467163085935,76804.0,1216.7148524522781,78163.19076072767,1171.8613280556465
38,kirmizi 515.jpg,kirmizi_515.jpg,0,485.9911499023438,259.89715576171875,95667.5,1341.5605236291885,99201.84941417178,1224.2821827373828
39,kirmizi 529.jpg,kirmizi_529.jpg,0,487.4049682617187,264.2441101074219,100293.0,1316.7148513793945,101154.48631234867,1231.6256358334742
40,kirmizi 528.jpg,kirmizi_528.jpg,0,474.32446289062506,250.5721282958984,92247.0,1293.6854140758514,93346.52749419154,1191.6746457893244
41,kirmizi 272.jpg,kirmizi_272.jpg,0,374.0357971191406,216.08721923828128,63039.5,1096.330076098442,63479.30020651434,959.5919134687421
42,kirmizi 514.jpg,kirmizi_514.jpg,0,460.1570434570312,217.38990783691406,76573.0,1170.8914769887924,78566.12503222094,1130.5432171087702
43,kirmizi 500.jpg,kirmizi_500.jpg,0,416.92208862304693,205.8466949462891,65847.0,1089.0924879312515,67404.46787725971,1032.9031356068147
44,kirmizi 266.jpg,kirmizi_266.jpg,0,446.3661193847656,238.4177398681641,79965.5,1172.3056902885437,83583.33023623996,1124.1585430645189
45,kirmizi 299.jpg,kirmizi_299.jpg,0,485.05090332031256,222.06752014160153,81444.0,1205.9209170341492,84598.41801818238,1185.0684691590664
46,kirmizi (19).jpg,kirmizi_19.jpg,0,454.5126647949218,218.58222961425778,76183.5,1156.5899622440338,78028.04434530543,1120.3642526289375
47,kirmizi 716.jpg,kirmizi_716.jpg,0,408.7530822753906,226.3715667724609,71270.0,1121.1757472753525,72672.95148062598,1037.969967005846
48,kirmizi 1097.jpg,kirmizi_1097.jpg,0,467.5375366210938,228.41137695312503,82111.5,1191.761535525322,83873.37085034454,1155.9248970929448
49,kirmizi 1083.jpg,kirmizi_1083.jpg,0,450.47680664062506,229.82037353515628,80512.0,1178.6315923929214,81311.2885153179,1123.4142874575298
50,kirmizi 702.jpg,kirmizi_702.jpg,0,433.1353454589844,214.42185974121094,72728.5,1138.246816277504,72942.82264244728,1073.632018910053
51,kirmizi 931.jpg,kirmizi_931.jpg,0,420.49032592773443,221.6670227050781,71375.5,1183.9280549287796,73206.05066823971,1055.9406131012377
52,kirmizi 1068.jpg,kirmizi_1068.jpg,0,467.65502929687506,215.47123718261716,76479.5,1182.2468155622482,79141.59448937819,1143.835464470068
53,kirmizi 925.jpg,kirmizi_925.jpg,0,436.2798156738282,227.8587951660156,77714.5,1351.1585030555725,78076.583126679,1093.3909367786769
54,kirmizi 1054.jpg,kirmizi_1054.jpg,0,411.7494506835938,235.44781494140622,75351.5,1112.9919826984406,76140.82429943801,1053.659648777162
55,kirmizi 1040.jpg,kirmizi_1040.jpg,0,433.0291442871095,232.27801513671875,77670.5,1184.388951420784,78997.8213819012,1091.6013205095219
56,kirmizi 919.jpg,kirmizi_919.jpg,0,451.4215393066407,262.2796936035156,92212.0,1266.856985926628,92990.12389691395,1159.7797729237707
57,kirmizi 886.jpg,kirmizi_886.jpg,0,438.7936401367187,192.1289520263672,64759.0,1086.205186367035,66212.96250489794,1064.0992001997563
58,kirmizi 138.jpg,kirmizi_138.jpg,0,450.7687988281251,207.7000427246094,71812.5,1140.6488369703293,73532.66646693466,1102.5419702990853
59,kirmizi 892.jpg,kirmizi_892.jpg,0,417.9587707519532,236.79222106933594,76474.0,1270.4305826425552,77730.37371561555,1067.1248286712143
60,kirmizi 662.jpg,kirmizi_662.jpg,0,413.6602783203125,219.330078125,70594.5,1275.70265853405,71257.71543647358,1040.1008847066375
61,kirmizi 104.jpg,kirmizi_104.jpg,0,432.01644897460926,235.33247375488278,76754.0,1148.347320318222,79849.46749446272,1092.848929426532
62,kirmizi 110.jpg,kirmizi_110.jpg,0,484.3026733398438,242.98367309570312,90867.5,1310.531087756157,92423.80425959907,1203.6649419973894
63,kirmizi 676.jpg,kirmizi_676.jpg,0,418.37301635742193,210.2068786621094,68582.5,1095.418388724327,69071.75185423421,1040.1065867348493
64,kirmizi 845.jpg,kirmizi_845.jpg,0,446.3697204589844,235.18432617187497,81019.0,1214.2884464263916,82450.44097456962,1120.7994370510362
65,kirmizi (2).jpg,kirmizi_2.jpg,0,462.258026123047,222.00416564941406,79858.5,1183.5016486644745,80600.0786172079,1139.164915546995
66,kirmizi 1108.jpg,kirmizi_1108.jpg,0,433.50256347656244,203.92062377929688,68344.0,1110.7737288475037,69429.28651532915,1064.226030537345
67,kirmizi 851.jpg,kirmizi_851.jpg,0,419.3988342285156,190.20843505859375,62189.0,1070.1463104486465,62653.721567057975,1023.0084825367402
68,kirmizi 689.jpg,kirmizi_689.jpg,0,390.1387939453124,186.29922485351562,56093.0,994.8914778232574,57084.745127371396,960.4123633153836
69,kirmizi 879.jpg,kirmizi_879.jpg,0,463.9752807617188,220.00340270996097,78473.5,1233.3838979005814,80170.41330751295,1140.6935569344805
70,kirmizi 1120.jpg,kirmizi_1120.jpg,0,490.9794311523437,219.26098632812503,82535.0,1245.0336129665375,84550.18129654202,1194.4998396382846
71,kirmizi 1134.jpg,kirmizi_1134.jpg,0,517.2649536132812,224.43850708007815,88069.5,1293.6336818933487,91180.15100446682,1252.5772120155484
72,kirmizi (58).jpg,kirmizi_58.jpg,0,493.2414245605468,235.62843322753903,88744.5,1291.2173801660538,91280.3129251656,1214.3136712614935
73,kirmizi 448.jpg,kirmizi_448.jpg,0,485.31478881835943,279.34698486328125,105858.5,1412.8986176252365,106477.38952701785,1243.9381620984855
74,kirmizi 306.jpg,kirmizi_306.jpg,0,475.68750000000006,226.06762695312497,83037.0,1304.9747384786606,84459.78978655799,1169.9747627201464
75,kirmizi 460.jpg,kirmizi_460.jpg,0,434.57446289062494,188.61132812499997,63284.5,1083.87928545475,64375.68402107584,1052.384765519608
76,kirmizi 474.jpg,kirmizi_474.jpg,0,395.7208557128907,224.1170501708984,67549.5,1049.4183901548386,69655.22806780563,1010.2637306383845
77,kirmizi 312.jpg,kirmizi_312.jpg,0,416.48364257812506,221.8642883300781,70786.5,1170.6488364934921,72573.02629642592,1048.2812281295446
78,kirmizi 34.jpg,kirmizi_34.jpg,0,490.91735839843756,218.16305541992188,80313.5,1229.820409655571,84116.16754265755,1193.3813726373662
79,kirmizi 20.jpg,kirmizi_20.jpg,0,521.7477416992188,212.57844543457034,86737.5,1291.383898973465,87110.33544162166,1251.5418706460744
80,kirmizi 36.jpg,kirmizi_36.jpg,0,499.013397216797,234.80036926269537,90885.0,1276.3473209142685,92023.94821777812,1225.1115448184203
81,kirmizi 22.jpg,kirmizi_22.jpg,0,461.2035522460938,229.75703430175784,82633.5,1207.0163669586182,83224.5281821963,1144.628863943031
82,kirmizi 489.jpg,kirmizi_489.jpg,0,479.0299987792968,225.87884521484372,83157.0,1222.7493423223495,84982.23558556063,1176.5065094405122
83,kirmizi 462.jpg,kirmizi_462.jpg,0,416.44705200195307,189.3835296630859,61565.0,1216.489456653595,61942.949346834306,1016.2803827702594
84,kirmizi 304.jpg,kirmizi_304.jpg,0,460.9128723144532,223.76309204101565,79088.0,1202.0874358415604,81002.26693166391,1138.17304169964
85,kirmizi 310.jpg,kirmizi_310.jpg,0,443.12451171874994,218.14987182617188,74563.0,1247.1168712377548,75922.52049836185,1097.195779673689
86,kirmizi 476.jpg,kirmizi_476.jpg,0,421.78573608398443,232.81163024902347,75898.0,1121.116874575615,77123.44879605663,1070.2287659781207
87,kirmizi 338.jpg,kirmizi_338.jpg,0,452.58001708984375,246.5748138427734,86210.0,1242.170695066452,87646.37724639589,1144.9107846125146
88,kirmizi 1122.jpg,kirmizi_1122.jpg,0,482.6512145996094,221.7812042236328,82536.5,1379.1483998298645,84071.35015286194,1179.9578972189709
89,kirmizi 1136.jpg,kirmizi_1136.jpg,0,471.16458129882807,218.88072204589844,0.0,2.0,80997.20448016087,1154.0914021797334
90,kirmizi 847.jpg,kirmizi_847.jpg,0,463.72988891601557,235.68196105957028,85269.5,1218.7320971488953,85838.34053347474,1155.5583151022986
91,kirmizi 853.jpg,kirmizi_853.jpg,0,462.1077880859375,217.28628540039065,77668.0,1229.2590086460114,78861.58197251857,1134.3649807877196
92,kirmizi 106.jpg,kirmizi_106.jpg,0,422.3545532226563,228.66801452636713,73955.0,1168.1463109254837,75852.95124625144,1066.9221211871995
93,kirmizi 660.jpg,kirmizi_660.jpg,0,478.68652343750006,223.72370910644528,82496.5,1228.1635556221008,84111.05747189355,1173.7813484086093
94,kirmizi 674.jpg,kirmizi_674.jpg,0,503.60354614257807,244.31214904785153,94061.0,1300.4894568920135,96632.6133483421,1243.421889580483
95,kirmizi 112.jpg,kirmizi_112.jpg,0,510.7142028808593,218.09751892089847,86428.5,1266.271202325821,87481.96754221004,1233.641323213782
96,kirmizi 884.jpg,kirmizi_884.jpg,0,461.26867675781244,228.12715148925784,82258.5,1206.8742316961288,82645.80670235677,1143.1486632460933
97,kirmizi 890.jpg,kirmizi_890.jpg,0,482.68283081054693,226.67828369140622,83934.0,1272.7737265825272,85933.3313262765,1184.604902710526
98,kirmizi 648.jpg,kirmizi_648.jpg,0,477.31082153320324,235.9178161621094,88494.5,1271.5016474723816,88440.64505558381,1182.7644417062004
99,kirmizi 1056.jpg,kirmizi_1056.jpg,0,411.54623413085943,244.60731506347653,77142.5,1309.584909915924,79063.84919592916,1063.5185344510392
100,kirmizi 1042.jpg,kirmizi_1042.jpg,0,407.00854492187494,200.30033874511722,63110.0,1069.577768921852,64028.760147381385,1007.7027103766327
101,kirmizi 933.jpg,kirmizi_933.jpg,0,483.3279418945313,230.14482116699222,86070.0,1330.4305812120438,87364.09673441661,1189.1924956708274
102,kirmizi 927.jpg,kirmizi_927.jpg,0,458.3282775878907,273.85577392578125,96019.5,1252.330073595047,98579.91427450499,1186.0537816669132
103,kirmizi 1095.jpg,kirmizi_1095.jpg,0,449.2448120117188,219.3600921630859,77143.5,1157.5605250597,77398.14850565042,1110.586887188305
104,kirmizi 714.jpg,kirmizi_714.jpg,0,524.6553955078125,226.51654052734378,92688.5,1302.9574933052063,93339.17223263333,1269.4775669963067
105,kirmizi 700.jpg,kirmizi_700.jpg,0,462.0670471191407,199.9580993652344,72061.5,1216.589961886406,72566.11601744415,1118.444924799969
106,kirmizi 1081.jpg,kirmizi_1081.jpg,0,484.9587402343751,229.27294921875006,87249.0,1404.2295718193054,87326.78864924218,1191.6352582223733
107,kirmizi 728.jpg,kirmizi_728.jpg,0,486.227294921875,237.73483276367182,88146.0,1249.259008526802,90786.65921221302,1202.3208634483983
108,kirmizi 516.jpg,kirmizi_516.jpg,0,453.28720092773443,235.08573913574222,82602.0,1204.9747383594513,83693.09381844026,1134.316373308969
109,kirmizi 270.jpg,kirmizi_270.jpg,0,480.95590209960943,253.97862243652347,94285.5,1327.7026591300964,95938.3628737217,1208.2348887935648
110,kirmizi 264.jpg,kirmizi_264.jpg,0,457.69201660156244,210.00529479980466,74406.0,1186.489456295967,75490.70186468404,1118.6545031072703
111,kirmizi 502.jpg,kirmizi_502.jpg,0,432.19104003906256,209.30741882324216,71001.0,1122.2051854133606,71047.73913374233,1066.7515765790413
112,kirmizi (39).jpg,kirmizi_39.jpg,0,447.05603027343756,276.9889831542969,96960.5,1370.153450369835,97255.53667451706,1168.2796830304742
113,kirmizi 258.jpg,kirmizi_258.jpg,0,489.0025939941407,241.17814636230472,86282.5,1259.6193999052048,92627.29835366266,1211.2264420427737
114,kirmizi 259.jpg,kirmizi_259.jpg,0,408.01171874999994,217.40722656250003,69395.0,1173.5432796478271,69668.50546327251,1027.016056949933
115,kirmizi 265.jpg,kirmizi_265.jpg,0,465.6969604492188,244.46145629882807,89562.5,1344.6976065635681,89413.62025402205,1168.3917646081056
116,kirmizi 503.jpg,kirmizi_503.jpg,0,434.79312133789057,206.63049316406247,70414.0,1126.4894565343857,70561.36251649147,1069.3909845391074
117,kirmizi 517.jpg,kirmizi_517.jpg,0,454.0776977539063,228.72906494140628,79256.0,1176.6904661655426,81572.05582206513,1129.4528948673387
118,kirmizi 271.jpg,kirmizi_271.jpg,0,452.1857299804687,245.69490051269534,87063.0,1269.8275501728058,87257.52227866973,1143.2072179524996
119,kirmizi (42).jpg,kirmizi_42.jpg,0,486.1992492675782,237.75733947753912,88868.5,1267.1585029363632,90790.01703947298,1202.2868568632266
120,kirmizi 729.jpg,kirmizi_729.jpg,0,386.9406433105468,197.94512939453125,59513.5,1081.761535167694,60156.013866220994,965.5104692804738
121,kirmizi 701.jpg,kirmizi_701.jpg,0,512.9763793945312,210.14768981933594,83546.5,1268.8742331266403,84666.55116659198,1231.4618786290494
122,kirmizi 1080.jpg,kirmizi_1080.jpg,0,454.9221801757813,211.9003601074219,74328.0,1164.288445353508,75710.94865746776,1114.836001058692
123,kirmizi 1094.jpg,kirmizi_1094.jpg,0,392.77023315429693,222.79037475585938,67397.0,1141.8031648397446,68726.60199663643,1003.108141286023
124,kirmizi 715.jpg,kirmizi_715.jpg,0,445.63363647460943,235.32048034667972,78801.0,1184.3473212718964,82362.13038423599,1119.4942468236452
125,kirmizi 926.jpg,kirmizi_926.jpg,0,448.05737304687506,223.90333557128903,76722.0,1226.3473205566406,78792.35354206018,1112.6918770335892
126,kirmizi (15).jpg,kirmizi_15.jpg,0,450.7851867675781,249.36120605468747,87803.5,1234.3889501094818,88285.30209319886,1144.3944886227773
127,kirmizi 932.jpg,kirmizi_932.jpg,0,466.32788085937494,239.21057128906256,86067.5,1213.2762538194656,87611.60399835979,1164.2629414564651
128,kirmizi 1043.jpg,kirmizi_1043.jpg,0,376.5084838867188,199.67073059082034,58073.0,1055.8620401620865,59044.44639829375,946.7277920269722
129,kirmizi 1057.jpg,kirmizi_1057.jpg,0,452.50201416015625,224.86643981933597,78088.5,1180.93310713768,79916.23992203124,1122.483160619612
130,kirmizi 649.jpg,kirmizi_649.jpg,0,463.45462036132807,209.54806518554685,75392.5,1170.3056902885437,76274.74295751538,1129.8832574491703
131,kirmizi 891.jpg,kirmizi_891.jpg,0,458.7377319335937,203.43930053710938,70765.5,1178.8742331266403,73297.50611379433,1114.7738140446554
132,kirmizi 885.jpg,kirmizi_885.jpg,0,366.6327514648438,209.7861175537109,58547.0,984.8082184791565,60408.476799110584,938.3579904214577
133,kirmizi 675.jpg,kirmizi_675.jpg,0,476.97521972656244,218.7718963623047,80176.5,1198.9919818639755,81955.3349319761,1165.709751321014
134,kirmizi 113.jpg,kirmizi_113.jpg,0,394.3046264648437,202.79473876953125,59682.0,1028.3229364156723,62802.71772126594,984.9828500989637
135,kirmizi 107.jpg,kirmizi_107.jpg,0,480.8324279785156,234.26138305664062,87172.0,1236.479351401329,88467.61794549755,1188.1664136645475
136,kirmizi 661.jpg,kirmizi_661.jpg,0,477.1973266601563,221.6759796142578,81818.5,1235.1341180801392,83081.91910478113,1168.8614720856542
137,kirmizi 852.jpg,kirmizi_852.jpg,0,416.6754455566406,232.74937438964844,75163.5,1154.3544631004333,76168.65944656818,1060.2367843002794
138,kirmizi 846.jpg,kirmizi_846.jpg,0,505.7493591308594,229.36256408691406,90159.5,1381.8447940349579,91106.16323159814,1233.6294731522091
139,kirmizi 1137.jpg,kirmizi_1137.jpg,0,487.484619140625,230.7174224853515,86895.5,1247.1828875541687,88334.66985411025,1198.079594398338
140,kirmizi 1123.jpg,kirmizi_1123.jpg,0,419.0408935546875,287.90618896484375,93357.0,1319.969684958458,94753.94255748412,1129.412923367208
141,kirmizi 339.jpg,kirmizi_339.jpg,0,436.44372558593756,216.66923522949216,71346.5,1121.962544798851,74270.33556602657,1082.4341032255725
142,kirmizi 311.jpg,kirmizi_311.jpg,0,426.1471252441407,196.47552490234372,64601.0,1103.5777686834335,65759.40911054793,1042.4313908789484
143,kirmizi 477.jpg,kirmizi_477.jpg,0,452.6275634765625,237.48585510253903,84347.5,1212.3889513015747,84424.52514115792,1135.4831143106355
144,kirmizi 463.jpg,kirmizi_463.jpg,0,442.65051269531244,236.12324523925778,80976.5,1200.589961528778,82089.87538647247,1114.4767577983087
145,kirmizi 305.jpg,kirmizi_305.jpg,0,424.7710266113281,227.6316223144531,73492.0,1121.3767597675323,75941.1834949129,1070.556367805284
146,kirmizi 23.jpg,kirmizi_23.jpg,0,443.8531188964844,233.87477111816403,77947.0,1157.920915722847,81529.07834290559,1114.49742794702
147,kirmizi 488.jpg,kirmizi_488.jpg,0,365.0492858886718,228.62950134277347,65326.5,1034.933107495308,65550.1445453634,956.8520491152157
148,kirmizi (54).jpg,kirmizi_54.jpg,0,445.91723632812494,225.79220581054685,77831.5,1163.1341173648834,79077.5285104838,1110.3303628041688
149,kirmizi 37.jpg,kirmizi_37.jpg,0,449.6073608398438,227.0925903320312,78700.5,1197.2173784971237,80191.11613966244,1118.9491828274784
150,kirmizi 33.jpg,kirmizi_33.jpg,0,440.5309753417968,204.81121826171872,70341.5,1164.1046793460846,70863.08787286666,1079.207212140279
151,kirmizi 498.jpg,kirmizi_498.jpg,0,472.1990966796876,226.48736572265622,82364.0,1220.8326028585434,83996.07909275674,1163.3833698011872
152,kirmizi (55).jpg,kirmizi_55.jpg,0,365.0492858886718,228.62950134277347,65326.5,1034.933107495308,65550.1445453634,956.8520491152157
153,kirmizi 27.jpg,kirmizi_27.jpg,0,462.45510864257824,230.96386718750003,82593.0,1201.116874217987,83888.70792960032,1148.3134311558067
154,kirmizi 329.jpg,kirmizi_329.jpg,0,500.8157348632812,248.71199035644534,91805.0,1309.1168726682663,97828.31418857719,1242.169316910023
155,kirmizi 301.jpg,kirmizi_301.jpg,0,418.59606933593744,251.63815307617185,82123.5,1465.3838987350464,82729.7127301763,1084.9744581646446
156,kirmizi 467.jpg,kirmizi_467.jpg,0,418.35946655273443,227.45458984374997,76009.5,1266.4722120761871,74736.74632984739,1057.835951476163
157,kirmizi 473.jpg,kirmizi_473.jpg,0,484.3557739257812,247.00581359863278,92584.0,1254.2295721769333,93964.0089757173,1207.8032378102464
158,kirmizi 315.jpg,kirmizi_315.jpg,0,476.2413024902344,196.32495117187497,72051.5,1182.163555264473,73433.19711050385,1144.3103316447366
159,kirmizi 842.jpg,kirmizi_842.jpg,0,404.7086486816407,201.40718078613284,62360.0,1036.180801153183,64018.76874448577,1004.2142632773973
160,kirmizi 856.jpg,kirmizi_856.jpg,0,457.77612304687494,247.22550964355466,88387.5,1285.7859210968018,88886.60094707845,1155.746275773076
161,kirmizi 1127.jpg,kirmizi_1127.jpg,0,427.3232727050781,221.24353027343756,74186.5,1140.815358877182,74253.5132624517,1068.9586484259296
162,kirmizi 1133.jpg,kirmizi_1133.jpg,0,459.31362915039057,258.1696472167969,92881.5,1443.182889342308,93133.17206487499,1170.471115685693
163,kirmizi 881.jpg,kirmizi_881.jpg,0,417.67587280273443,269.9828186035156,89828.5,1471.1828888654709,88565.66689924888,1104.8045121757284
164,kirmizi 659.jpg,kirmizi_659.jpg,0,454.7416381835938,233.43370056152338,79782.0,1172.5483317375183,83371.60421975862,1135.504860287334
165,kirmizi 895.jpg,kirmizi_895.jpg,0,443.18249511718744,210.5816802978516,70127.0,1122.4650713205338,73298.15892561193,1089.9908807290758
166,kirmizi 665.jpg,kirmizi_665.jpg,0,458.2345275878907,213.22500610351565,75740.5,1180.6488370895386,76738.94542923024,1122.748660568549
167,kirmizi 103.jpg,kirmizi_103.jpg,0,447.0375671386719,251.8788909912109,88366.0,1306.6803615093231,88435.30434464995,1139.851819983598
168,kirmizi 117.jpg,kirmizi_117.jpg,0,453.30468749999994,226.77337646484378,78619.5,1168.0214211940765,80736.91629888702,1125.969124016649
169,kirmizi 671.jpg,kirmizi_671.jpg,0,434.798828125,238.61595153808597,80885.5,1166.4478260278702,81485.00926608578,1101.7713540304808
170,kirmizi 936.jpg,kirmizi_936.jpg,0,378.22879028320307,205.3811187744141,60356.5,1052.1046817302704,61010.55565095204,956.0935996376461
171,kirmizi (14).jpg,kirmizi_14.jpg,0,459.19110107421875,214.76737976074216,76278.0,1185.5188933610916,77455.39320935335,1126.1229265133895
172,kirmizi 922.jpg,kirmizi_922.jpg,0,434.90234375,233.78436279296878,78568.5,1191.7615349292755,79854.07595230696,1096.8504799552288
173,kirmizi 1053.jpg,kirmizi_1053.jpg,0,441.5241394042968,210.39836120605466,71576.0,1142.0630514621735,72960.31272960524,1086.4893682024601
174,kirmizi 1047.jpg,kirmizi_1047.jpg,0,427.69815063476557,203.51371765136722,66510.5,1102.8498471975327,68362.97303851073,1052.1839199620717
175,kirmizi 739.jpg,kirmizi_739.jpg,0,444.6052856445312,229.0500793457031,79644.0,1187.8620392084122,79982.49534071863,1111.0268044964675
176,kirmizi 711.jpg,kirmizi_711.jpg,0,452.7418212890626,205.4342956542969,72329.5,1152.732096672058,73048.85993712062,1104.4349436223044
177,kirmizi 1090.jpg,kirmizi_1090.jpg,0,456.0876159667968,218.48916625976565,77352.0,1190.2884469032288,78265.08638224642,1123.4289409073006
178,kirmizi 1084.jpg,kirmizi_1084.jpg,0,404.7344665527344,204.51429748535153,64793.0,1068.9158644676208,65010.53587081148,1007.3596235423803
179,kirmizi 705.jpg,kirmizi_705.jpg,0,496.37646484374994,252.32337951660162,94909.0,1309.0579982995987,98369.06781585266,1236.959336473409
180,kirmizi (43).jpg,kirmizi_43.jpg,0,442.8753356933593,257.765869140625,86980.0,1186.0041760206223,89659.59806855515,1138.3274025303642
181,kirmizi 249.jpg,kirmizi_249.jpg,0,407.8002624511719,207.14530944824216,65832.0,1498.3372157812119,66345.65499306194,1016.0763355057361
182,kirmizi 275.jpg,kirmizi_275.jpg,0,485.61914062500006,249.47167968749997,94874.0,1316.052945971489,95149.59160753853,1212.7973254243693
183,kirmizi 513.jpg,kirmizi_513.jpg,0,434.59628295898443,244.6523742675781,81691.0,1259.6265382766724,83507.46952011739,1107.893046375794
184,kirmizi 507.jpg,kirmizi_507.jpg,0,494.5577392578125,236.2003936767578,91178.0,1314.0285606384277,91746.07652708465,1217.4998700778658
185,kirmizi 261.jpg,kirmizi_261.jpg,0,456.73599243164057,205.47642517089847,73233.5,1251.9036688804626,73708.42302204554,1112.559295222297
